# key	source_text	translation
# 只写确认来自 DBOZero\pack\lang0.pak 的明面文本。
# translation 会按 GBK/CP936 写入 lang0.pak 的 value bytes。
DST_ITEM_GRADE_MYTHIC	Hakai	破坏
DST_GUILD_CANCEL_DISSOLVE	[align ="center"][font size="12"color="f4d762"]Guild Dissolve[/font][br][br][font size="10"color="269eff"]Cancel the guild dissolve.[/font][br][br][font size="10"color="ffffff"]You want to cancel the dissolve?[/font]	[align ="center"][font size="12"color="f4d762"]公会解散[/font][br][br][font size="10"color="269eff"]取消公会解散。[/font][br][br][font size="10"color="ffffff"]要取消解散吗?[/font]
DST_GUILD_CHANGED_GUILD_NAME	Guild Renamed	公会已改名
DST_GUILD_CHANGED_GUILD_NOTICE	New Notice	新公告
DST_GUILD_CHANGED_GUILD_NOTICE_SUCCESS	New Notice	新公告
DST_GUILD_CHANGE_GUILD_EMBLEM	Emblem Changed	徽章已变更
DST_GUILD_CHANGE_GUILD_NAME	[align = "center"][font size = "12" color="f4d762"]Change Guild Name[/font] [br][br][font size = "10" color="269eff"]New Name:[/font][br][br][font size = "10" color="f36a7c"]2-16 Characters[/font][br]	[align = "center"][font size = "12" color="f4d762"]更改公会名[/font] [br][br][font size = "10" color="269eff"]新名称:[/font][br][br][font size = "10" color="f36a7c"]2-16个字符[/font][br]
DST_GUILD_CHANGE_MASTER	%s is the New Master	%s成为新会长
DST_GUILD_CLASS_CHANGE_MEMBER	%s  %s	%s  %s
DST_GUILD_CONTRIBUTION_ZENNY	[align = "center"][font size = "12" color="f4d762"]Zeni Donation[br](for style points)[/font][br][br][font size = "10" color="269eff"]By donating Zeni[br]The guild gets points[br]To expand the guild.[/font][br][br][font size = "10" color="ffffff"]Donation Amount:[/font][br][br][font size = "10" color="f4d762"]Selected Amount: %s Zeni[br](10000 Zeni = 5 Style Points)[/font][br][br][font size = "10" color="ffffff"]Donate Zeni?[/font]	[align = "center"][font size = "12" color="f4d762"]索尼捐献[br](获得风格点)[/font][br][br][font size = "10" color="269eff"]捐献索尼后[br]公会获得点数，[br]用于扩展公会。[/font][br][br][font size = "10" color="ffffff"]捐献金额:[/font][br][br][font size = "10" color="f4d762"]选择金额: %s索尼[br](10000索尼 = 5风格点)[/font][br][br][font size = "10" color="ffffff"]捐献索尼?[/font]
DST_GUILD_CONTRIBUTION_ZENNY_NOTIFY	Zeni for the Guild	公会索尼
DST_GUILD_CONTRIBUTION_ZENNY_OTHERS	%s donated %s Zeni to Guild	%s向公会捐献%s索尼
DST_GUILD_CREATE	Guild Created	公会已创建
DST_GUILD_CREATE_GUILD_EMBLEM	Emblem Made	徽章已创建
DST_GUILD_CREATE_NFY	%s was created.	%s已创建。
DST_GUILD_CURRNET_POINT	Style Points	风格点
DST_GUILD_CURRNET_POINT_EXPAIN	Donation: %d, Gained: %d	捐献:%d,获得:%d
DST_GUILD_CUR_POS	Area	区域
DST_GUILD_DECLINE	%s Declined	%s已拒绝
DST_GUILD_DISBAND	Guild Disband	解散公会
DST_GUILD_DISMISS_SECOND_MASTER	%s was demoted.	%s已降职。
DST_GUILD_DISMISS_SECOND_MASTER_REQ	[align = "center"][font size = "12" color="f4d762"]Deprived of the Jr. Master position[/font][br][br][font size = "10" color="ffffff"]Deprived of the following player privileges.[/font][br][br][font size = "10" color="f36a7c"]Player: %s[/font][br][br][font size = "10" color="ffffff"]Do you want to deprive Jr. Master authority?[/font]	[align = "center"][font size = "12" color="f4d762"]解除副会长[/font][br][br][font size = "10" color="ffffff"]解除以下玩家的权限。[/font][br][br][font size = "10" color="f36a7c"]玩家: %s[/font][br][br][font size = "10" color="ffffff"]要解除副会长权限吗?[/font]
DST_GUILD_DO_DISSOLVE	[align = "center"][font size = "12" color="f4d762"]Disband Guild[/font][br][br][font size = "10" color="f36a7c"]Disbanding a guild will remove the guild name.[br][br](The guild will be removed instantly) [/font][br][br][font size = "10" color="ffffff"]Start disbanding Guild?[/font]	[align = "center"][font size = "12" color="f4d762"]解散公会[/font][br][br][font size = "10" color="f36a7c"]解散公会会删除公会名。[br][br](公会将立即删除) [/font][br][br][font size = "10" color="ffffff"]开始解散公会?[/font]
DST_GUILD_DO_MAKE	[align = "center"][font size = "12" color="f4d762"]Guild Creation[/font][br][br][font size = "10" color="269eff"]Gather your party members[br]Creating a guild provides a variety of content[br]to enjoy.[/font][br][br][font size = "10" color="ffffff"][/font]To create Guild[br]The following are required.[br][br][font size = "10" color="f36a7c"]Required level: Lvl 30[br]Party size: 5[br]Zeni: 200,000[br]Guild Name: Must be 2-16 characters[/font][br][br][font size = "10" color="ffffff"]Enter name and press Ok.[/font]	[align = "center"][font size = "12" color="f4d762"]创建公会[/font][br][br][font size = "10" color="269eff"]召集队伍成员，[br]创建公会可体验多种内容。[/font][br][br][font size = "10" color="ffffff"][/font]创建公会[br]需要以下条件。[br][br][font size = "10" color="f36a7c"]需求等级: 30级[br]队伍人数: 5[br]索尼: 200,000[br]公会名: 2-16个字符[/font][br][br][font size = "10" color="ffffff"]输入名称并按OK。[/font]
DST_GUILD_DO_NOT_FUNC_FOR_DISBAND	Break	中断
DST_GUILD_EMBLEM_EXPLAIN_1	text, templates, backgrounds, combine	文字、模板、背景、组合
DST_GUILD_EMBLEM_EXPLAIN_2	(can be set separately for each color)	(每种颜色可分别设置)
DST_GUILD_EMBLEM_INFO	Emblem	徽章
DST_GUILD_EMBLEM_MODIFY_INFO	Style Changes	样式变更
DST_GUILD_EMBLEM_TITLE	Logo	标志
DST_GUILD_EMPTY	Not in a Guild	未加入公会
DST_GUILD_ENTRUST_MASTER	Assign Guild Master %s	任命%s为会长
DST_GUILD_EXPIRED	%s Didn't respond to the Invite	%s未回应邀请
DST_GUILD_GYM	Dojo	道场
DST_GUILD_INVITE	%s Invited	%s已邀请
DST_GUILD_INVITE_REQ	[align = "center"][font size = "12" color="f4d762"]Guild Join Request[/font] [br][br][font size = "10" color="269eff"]You have received a Guild Invite[/font][br][br][font size = "10" color = "ffffff"]Do you want to join %s ?[/font][br]	[align = "center"][font size = "12" color="f4d762"]公会加入请求[/font] [br][br][font size = "10" color="269eff"]你收到了公会邀请[/font][br][br][font size = "10" color = "ffffff"]要加入%s吗?[/font][br]
DST_GUILD_INVITE_RES	You are now in a Guild!	你已加入公会!
DST_GUILD_IS_ONLY_MASTER	Master Only	仅会长
DST_GUILD_KICKOUT_MEMBER	%s was expelled from the Guild	%s已被踢出公会
DST_GUILD_KICK_OUT	[align = "center"][font size = "12" color="f4d762"]Dismiss[/font][br][br][font size = "10" color="f36a7c"]Dismiss the player from the guild.[/font][br][br][font size = "10" color="f36a7c"]Player: %s[/font][br][br][font size = "10" color="ffffff"]Are you sure, to dismiss the player?[/font]	[align = "center"][font size = "12" color="f4d762"]踢出[/font][br][br][font size = "10" color="f36a7c"]将该玩家踢出公会。[/font][br][br][font size = "10" color="f36a7c"]玩家: %s[/font][br][br][font size = "10" color="ffffff"]确定踢出该玩家?[/font]
DST_GUILD_LEAVE	Leave	离开
DST_GUILD_LEAVE_ASK	[align = "center"][font size="12"color="f4d762"]Leave Guild[/font][br][br][font size="10"color="ffffff"]You are sure to leave the Guild?[/font]	[align = "center"][font size="12"color="f4d762"]离开公会[/font][br][br][font size="10"color="ffffff"]确定离开公会吗?[/font]
DST_GUILD_LEAVE_AVATAR	You left the Guild	你已离开公会
DST_GUILD_LEAVE_MEMBER	%s has left the Guild	%s已离开公会
DST_GUILD_LEVEL	Lv.	Lv.
DST_GUILD_LEVEL_CHANGE_MEMBER	%s is now Lv.%d	%s现为%d级
DST_GUILD_MASTER	Master	会长
DST_GUILD_MAX_POINT	Max Points	点数上限
DST_GUILD_MAX_POINT_EXPAIN	Get Points for Skills.	技能获得点数。
DST_GUILD_MEMBER	Members	成员
DST_GUILD_NAME_RULE	Name must be 2-16 characters	名称必须为2-16个字符
DST_GUILD_NEW_MEMBER	%s has joined the Guild	%s已加入公会
DST_GUILD_NOTICE	Notice	公告
DST_GUILD_NOTICE_DISSOLVE	Guild will be disbanded.\nDate %dYear %dMonth %dDay (%s) at %d:%dMin.	公会将被解散。\n日期 %d年%d月%d日(%s) %d:%d分
DST_GUILD_NOTICE_TITLE	Notice	公告
DST_GUILD_NOT_JOIN	Not in a Guild	未加入公会
DST_GUILD_NOT_SELECT_EMBLEM	background, framework, etc.	背景、框架等
DST_GUILD_ONLINE_MEMBER	%s is Online	%s在线
DST_GUILD_SECOND_MASTER	Jr. Master	副会长
DST_GUILD_SECOND_MASTER_APPOINTED	%s has been appointed as Jr. Master	%s已被任命为副会长
DST_GUILD_SETUP_EMBLEM_COLOR	Logo Color	标志颜色
DST_GUILD_WAREHOUSE_CAN_NOT_DISCARD	No-Discard	不可丢弃
DST_GUILD_WAREHOUSE_SAVE_ZENNY	%s Zeni Stored	存入%s索尼
DST_GUILD_WAREHOUSE_ZENNY_DRAW_OUT	Drew %s Zeni from Bank	从仓库取出%s索尼
DST_TAB_GUILD	Guild	公会
# GUILD UI END

DST_MULTIDIALOG_MENU_SMITH_DISASSEMBLE	Disassemble	分解
DST_SEWING_KIT_BTN_DISASSEMBLE	Disassemble	分解
DST_STATUS_TECHNIC_HOIPOIMIX_DISASSEMBLE	Disassemble	分解
DST_PARTY_INVITE_SUCCESS	Invited: %s	已邀请: %s
DST_INVENTORY_SORT_SUCCESS	sort %s done.	整理完成。
DST_TRADE_ACCEPT_TRADE	[align = "center"][font size = "12" color="f4d762"]Trade[/font][br][br][font size = "10" color="269eff"]Trade with Others! [br]You can trade Items[/font][br][br][font size = "10" color="f4d762"]%s wants to Trade.[/font][br][br][font size = "10" color="ffffff"]Accept Trade?[/font]	[align = "center"][font size = "12" color="f4d762"]交易[/font][br][br][font size = "10" color="269eff"]与其他玩家交易！[br]可以交换物品[/font][br][br][font size = "10" color="f4d762"]%s 请求与你交易。[/font][br][br][font size = "10" color="ffffff"]是否接受交易？[/font]

DST_POPUPMENU_PARTY_KICK_OUT	Expel from Party	从队伍中移除
