来源	文件	位置	原文	参考译文	填写中文	长度状态
TBL	tbl1.pak	*	Dark Soul Wand			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Trumpet			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Club			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Drum			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Mask			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gloves TYPE-A (Fighter)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gloves TYPE-B (Shadow Knight)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gloves TYPE-C (Grand Chef Majin)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gauntlets TYPE-A (Turtle Hermit)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Staff TYPE-B (Dende Priest)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gauntlets TYPE-C (Karma Majin)			wildcard_utf16
TBL	tbl1.pak	*	Gloves of Blazing Fire A (Fighter)			wildcard_utf16
TBL	tbl1.pak	*	Gloves of Blazing Fire A (Swordsman)			wildcard_utf16
TBL	tbl1.pak	*	Gloves of Blazing Aura A (Crane)			wildcard_utf16
TBL	tbl1.pak	*	Gloves of Blazing Aura A (Turtle)			wildcard_utf16
TBL	tbl1.pak	*	Gloves of Blazing Fire B (Dark Warrior)			wildcard_utf16
TBL	tbl1.pak	*	Gloves of Blazing Fire B (Shadow Knight)			wildcard_utf16
TBL	tbl1.pak	*	Staff of Blazing Wings (Poko Master)			wildcard_utf16
TBL	tbl1.pak	*	Staff of Blazing Wings (Dende Master)			wildcard_utf16
TBL	tbl1.pak	*	Gloves of Blazing Fire C (Gran Chief)			wildcard_utf16
TBL	tbl1.pak	*	Gloves of Blazing Fire C (Ultimate Majin)			wildcard_utf16
TBL	tbl1.pak	*	Gloves of Blazing Aura B (Plasma Majin)			wildcard_utf16
TBL	tbl1.pak	*	Gloves of Blazing Aura B (Karma)			wildcard_utf16
TBL	tbl1.pak	*	Blazing Lightning Rod (Fighter)			wildcard_utf16
TBL	tbl1.pak	*	Blazing Lightning Sword (Swordmaster)			wildcard_utf16
TBL	tbl1.pak	*	Blazing Crimson Feather Fan (Crane)			wildcard_utf16
TBL	tbl1.pak	*	Blazing Telescopic Short Rod (Turtle)			wildcard_utf16
TBL	tbl1.pak	*	Blazing Blade Claws (Dark Warrior)			wildcard_utf16
TBL	tbl1.pak	*	Blazing Bloodthirsty Axe (Shadow Knight)			wildcard_utf16
TBL	tbl1.pak	*	Blazing Moon Magic Stone (Poko)			wildcard_utf16
TBL	tbl1.pak	*	Scroll of Blazing Grace (Dende)			wildcard_utf16
TBL	tbl1.pak	*	Blazing Octopus Rod (Grand Chief)			wildcard_utf16
TBL	tbl1.pak	*	Blazing Burst Megaphone (Ultimate Majin)			wildcard_utf16
TBL	tbl1.pak	*	Blazing Thunder Drum (Plasma Majin)		炽热雷霆鼓(等离子魔人)	wildcard_utf16
TBL	tbl1.pak	*	Blazing Sunset Mask (Karma)			wildcard_utf16
TBL	tbl1.pak	*	BD 150 Fire Top (P Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 150 Fire Top (E Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 150 Fire Pants (P Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 150 Fire Pants (E Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 150 Fire Boots (P Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 150 Fire Boots (E Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 175 Ice Top (P Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 175 Ice Top (E Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 175 Ice Pants (P Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 175 Ice Pants (E Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 175 Ice Boots (P Def)			wildcard_utf16
TBL	tbl1.pak	*	BD 175 Ice Boots (E Def)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (2F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (3F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (4F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (5F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (6F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (7F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (8F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (9F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (11F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (12F)			wildcard_utf16
TBL	tbl1.pak	*	LP Awakening Lv1			wildcard_utf16
TBL	tbl1.pak	*	EP Awakening Lv1			wildcard_utf16
TBL	tbl1.pak	*	LP Awakening Lv2		LP觉醒Lv2	wildcard_utf16
TBL	tbl1.pak	*	EP Awakening Lv2		EP觉醒Lv2	wildcard_utf16
TBL	tbl1.pak	*	LP Awakening Lv3		LP觉醒Lv3	wildcard_utf16
TBL	tbl1.pak	*	EP Awakening Lv3		EP觉醒Lv3	wildcard_utf16
TBL	tbl1.pak	*	LP Awakening Lv4		LP觉醒Lv4	wildcard_utf16
TBL	tbl1.pak	*	EP Awakening Lv4		EP觉醒Lv4	wildcard_utf16
TBL	tbl1.pak	*	LP Awakening Lv5		LP觉醒Lv5	wildcard_utf16
TBL	tbl1.pak	*	EP Awakening Lv5		EP觉醒Lv5	wildcard_utf16
TBL	tbl1.pak	*	LP Awakening Lv6		LP觉醒Lv6	wildcard_utf16
TBL	tbl1.pak	*	EP Awakening Lv6		EP觉醒Lv6	wildcard_utf16
TBL	tbl1.pak	*	LP Awakening Lv7		LP觉醒Lv7	wildcard_utf16
TBL	tbl1.pak	*	EP Awakening Lv7		EP觉醒Lv7	wildcard_utf16
TBL	tbl1.pak	*	LP Awakening Lv8		LP觉醒Lv8	wildcard_utf16
TBL	tbl1.pak	*	EP Awakening Lv8		EP觉醒Lv8	wildcard_utf16
TBL	tbl1.pak	*	LP Awakening Lv9		LP觉醒Lv9	wildcard_utf16
TBL	tbl1.pak	*	EP Awakening Lv9		EP觉醒Lv9	wildcard_utf16
TBL	tbl1.pak	*	LP Awakening Lv10		LP觉醒Lv10	wildcard_utf16
TBL	tbl1.pak	*	EP Awakening Lv10		EP觉醒Lv10	wildcard_utf16
TBL	tbl1.pak	*	RP Quick Charge			wildcard_utf16
TBL	tbl1.pak	*	Resurrection Time			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Coin		CC战斗硬币	wildcard_utf16
TBL	tbl1.pak	*	CC Device Fragment			wildcard_utf16
TBL	tbl1.pak	*	CC Alpha Circuit			wildcard_utf16
TBL	tbl1.pak	*	CC Beta Circuit			wildcard_utf16
TBL	tbl1.pak	*	CC Gama Circuit			wildcard_utf16
TBL	tbl1.pak	*	CC Special Beta Circuit			wildcard_utf16
TBL	tbl1.pak	*	CC Special Gama Circuit			wildcard_utf16
TBL	tbl1.pak	*	CC Beta Circuit Zero			wildcard_utf16
TBL	tbl1.pak	*	CC Gama Circuit Zero			wildcard_utf16
TBL	tbl1.pak	*	CC Blessed Ruby			wildcard_utf16
TBL	tbl1.pak	*	CC Blessed Shiny Ruby			wildcard_utf16
TBL	tbl1.pak	*	CC Blessed Blue Ruby		CC祝福蓝色红宝石	wildcard_utf16
TBL	tbl1.pak	*	CC Epic Beta Circuit			wildcard_utf16
TBL	tbl1.pak	*	CC Beta Circuit One			wildcard_utf16
TBL	tbl1.pak	*	BD Tradable Coupon			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (13F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (15F)			wildcard_utf16
TBL	tbl1.pak	*	CC Battle Dungeon Coupon (16F)			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Blood Combat Armor TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Blood Combat Pants TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Blood Combat Shoes TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Speed Combat Armor TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Speed Combat Pants TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Speed Combat Shoes TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Blood Combat Armor TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Blood Combat Pants TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Blood Combat Shoes TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Speed Combat Armor TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Speed Combat Pants TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Speed Combat Shoes TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Blood Combat Armor TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Blood Combat Pants TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Blood Combat Shoes TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Speed Combat Armor TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Speed Combat Pants TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Invincible Speed Combat Shoes TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era Necklace TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era Necklace TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era Necklace TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Magic TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Magic Necklace TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Evil TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Evil Necklace TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Magic TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Magic Necklace TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era Earring TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era Earring TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era Earring TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era Earring TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era Earring TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era Earring TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Magic Earring TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era of Magic Earring TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Evil Earring TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era of Evil Earring TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Magic Earring TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era of Magic Earring TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era Ring TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era Ring TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era Ring TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era Ring TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era Ring TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era Ring TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Magic Ring TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era of Magic Ring TYPE-A			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Evil Ring TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era of Evil Ring TYPE-B			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Ultimate Era of Magic Ring TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	[Recipe] Alternate Ultimate Era of Magic Ring TYPE-C			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Blood Combat Armor TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Blood Combat Pants TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Blood Combat Shoes TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Speed Combat Armor TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Speed Combat Pants TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Speed Combat Shoes TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Blood Combat Armor TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Blood Combat Pants TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Blood Combat Shoes TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Speed Combat Armor TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Speed Combat Pants TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Speed Combat Shoes TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Blood Combat Armor TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Blood Combat Pants TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Blood Combat Shoes TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Speed Combat Armor TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Speed Combat Pants TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Speed Combat Shoes TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Gloves TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Gloves TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Gloves TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Magic Gloves TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Ghost Staff TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Magic Gloves TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Shadow Claws Recipe		超级强力暗影爪配方	wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Z Spring Axe EX Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Scroll of Emptiness Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Dark Gem Recipe		超级强力黑暗宝石配方	wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Awakening Stick Recipe		超级强力觉醒棍配方	wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Thunder Sword Recipe		超级强力雷霆剑配方	wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Immortal Fan Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Awakening Wand Recipe		超级强力觉醒短杖配方	wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Turbine Trumpet Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Huge Club Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful ZZZ Drum Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Mysterious Mask Recipe		超级强力神秘面具配方	wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Necklace TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Necklace TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Necklace TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Magic Necklace TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Ghost Necklace TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Magic Necklace TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Earring TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Earring TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Earring TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Earring TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Earring TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Earring TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Magic Earring TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Magic Earring TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Ghost Earring TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Ghost Earring TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Magic Earring TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Magic Earring TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Ring TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Ring TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Ring TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Ring TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Ring TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Ring TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Magic Ring TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Magic Ring TYPE-A Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Ghost Ring TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Ghost Ring TYPE-B Recipe			wildcard_utf16
TBL	tbl1.pak	*	Super Powerful Magic Ring TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Alternate Super Powerful Magic Ring TYPE-C Recipe			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gloves TYPE-A Recipe (Swordsman)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gloves TYPE-B Recipe (Dark Warrior)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gloves TYPE-C Recipe (Mighty Majin)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gauntlets TYPE-A Recipe (Crane Hermit)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Staff TYPE-B Recipe (Poko Priest)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gauntlets TYPE-C Recipe (Plasma Majin)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Claws Recipe		黑暗灵魂爪配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Axe Recipe		黑暗灵魂斧配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Scroll Recipe		黑暗灵魂卷轴配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gem Recipe		黑暗灵魂宝石配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Stick Recipe		黑暗灵魂棍配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Sword Recipe		黑暗灵魂剑配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Fan Recipe		黑暗灵魂扇配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Wand Recipe		黑暗灵魂短杖配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Trumpet Recipe		黑暗灵魂号角配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Club Recipe		黑暗灵魂棒配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Drum Recipe		黑暗灵魂鼓配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Mask Recipe		黑暗灵魂面具配方	wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gloves TYPE-A Recipe (Fighter)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gloves TYPE-B Recipe (Shadow Knight)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gloves TYPE-C Recipe (Grand Chef Majin)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gauntlets TYPE-A Recipe (Turtle Hermit)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Staff TYPE-B Recipe (Dende Priest)			wildcard_utf16
TBL	tbl1.pak	*	Dark Soul Gauntlets TYPE-C Recipe (Karma Majin)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Gloves of Blazing Fire A (Fighter)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Gloves of Blazing Fire A (Swordsman)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Gloves of Blazing Aura A (Crane)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Gloves of Blazing Aura A (Turtle)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Gloves of Blazing Fire B (Dark Warrior)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Gloves of Blazing Fire B (Shadow Knight)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Staff of Blazing Wings (Poko)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Staff of Blazing Wings (Dende)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Gloves of Blazing Fire C (Grand Chief)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Gloves of Blazing Fire C (Ultimate Majin)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Gloves of Blazing Fire C (Plasma Majin)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Gloves of Blazing Aura B (Karma)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Lightning Rod (Fighter)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Lightning Sword (SwordMaster)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Scarlet Feather Fan (Crane)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Extending Short Staff (Turtle)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Blade Claws (Dark Warrior)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Bloodlust Axe (Shadow Knight)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Moon Magic Stone (Poko)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Scroll of Blazing Grace (Dende)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Octopus Rod (Grand Chief)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Burst Megaphone (Ultimate)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Thunder Drum (Plasma)			wildcard_utf16
TBL	tbl1.pak	*	Recipe for Blazing Sunset Mask (Karma)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Top Recipe (Physical-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Top Recipe (Energy-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Top Recipe (Physical-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Top Recipe (Energy-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Top Recipe (Energy-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Top Recipe (Physical-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Pants Recipe (Physical-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Pants Recipe (Energy-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Pants Recipe (Physical-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Pants Recipe (Energy-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Pants Recipe (Energy-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Pants Recipe (Physical-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Boots Recipe (Physical-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Boots Recipe (Energy-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Boots Recipe (Physical-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Boots Recipe (Energy-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Boots Recipe (Energy-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 150 Boots Recipe (Physical-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Top Recipe (Physical-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Top Recipe (Energy-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Top Recipe (Physical-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Top Recipe (Energy-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Top Recipe (Energy-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Top Recipe (Physical-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Pants Recipe (Physical-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Pants Recipe (Energy-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Pants Recipe (Physical-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Pants Recipe (Energy-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Pants Recipe (Energy-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Pants Recipe (Physical-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Boots Recipe (Physical-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Boots Recipe (Energy-Human)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Boots Recipe (Physical-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Boots Recipe (Energy-Namek)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Boots Recipe (Energy-Majin)			wildcard_utf16
TBL	tbl1.pak	*	CCBD 175 Boots Recipe (Physical-Majin)			wildcard_utf16
TBL	tbl1.pak	*	Saiyan Pod Controller			wildcard_utf16
TBL	tbl1.pak	*	Saiyan Pod Part			wildcard_utf16
